product_code,product_name,price_krw,color,status,material_body,material_trim,material_lining,hardware,dimensions,strap_length,handle_drop,origin_country,design_features,color_variants,image_urls,video_urls,product_url
MMKDAVE02BK001,Stark 맥시 모노그램 레더 백팩,2390000,Black,ACTIVE,천연 나파 가죽,,스웨이드 마감 마이크로파이버,다크 금속 장식,15 x 33 x 42,75cm~89cm,7.5cm,대한민국,로고 우븐 패브릭 어깨 스트랩 | 가죽 손잡이 부분 | 엠보스드 맥시 비세토스 모노그램 | 전면 지퍼 수납공간 | 옆면 슬립 포켓 | 양방향 지퍼 클로저 | 내부 포켓 및 13인치 노트북과 태블릿을 위한 슬리브 | 패딩 뒷면 패널,MMKDAVE02VC001,https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMKDAVE02BK001_12,https://images.mcmworldwide.com/v/mcmworldwide/MMKDAVE02BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B0%B1%ED%8C%A9/stark-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B0%B1%ED%8C%A9/MMKDAVE02BK001.html
MMKGSVE04BK001,Stark 맥시 모노그램 레더 백팩,2090000,Black,ACTIVE,천연 풀 그레인 레더,,스웨이드 마감의 극세사,다크 메탈 하드웨어,14 x 28 x 35,75 cm - 89 cm,6 cm,이탈리아,로고 우븐 패브릭 숄더 스트랩 | 가죽 탑 핸들 | 엠보싱 처리된 맥시 비세토스 모노그램 | 앞면 지퍼 포켓 | 외부 사이드 슬립 포켓 | 양방향 지퍼 클로저 | 내부 수납공간 | Padded back panel,,https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGSVE04BK001_11,https://images.mcmworldwide.com/v/mcmworldwide/MMKGSVE04BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B0%B1%ED%8C%A9/stark-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B0%B1%ED%8C%A9/MMKGSVE04BK001.html
MWKGATA01BK001,Pina 스터드 장식 카프스킨 드로우스트링 백팩,2390000,Black,ACTIVE,100% 카프스킨,,스웨이드 마감의 극세사,로고 브라스 플레이트 | 24K 골드 도금 브라스 하드웨어,11 x 23 x 25,85cm - 96cm,8cm,이탈리아,탈부착 가능한 가죽 숄더 스트랩 | 가죽 탑 핸들 | 체인 핸들 | 금속 로고 스터드 장식 | 앞면 플랩 포켓 | 마그네틱 스냅 클로저와 가죽 끈 조임 장치 | 내부 포켓,,https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWKGATA01BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/pina-%EC%8A%A4%ED%84%B0%EB%93%9C-%EC%9E%A5%EC%8B%9D-%EC%B9%B4%ED%94%84%EC%8A%A4%ED%82%A8-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1%ED%8C%A9/MWKGATA01BK001.html
MWRGAOB03BK001,Pina 스터드 장식 카프스킨 탬버린 백,2250000,Black,ACTIVE,100% 카프스킨,,스웨이드 마감의 극세사,24K 골드 도금 브라스 하드웨어,6 x 19 x 19,120.5 cm to 140.5 cm,4 cm,이탈리아,탈부착이 가능하며 길이 조절이 가능한 가죽 크로스바디 스트랩 | 탈부착 가능한 가죽 태슬 장식 | 뒷면 가죽 벨트 루프 | 지퍼 클로저 | 내부 카드 슬롯,,https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB03BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/pina-%EC%8A%A4%ED%84%B0%EB%93%9C-%EC%9E%A5%EC%8B%9D-%EC%B9%B4%ED%94%84%EC%8A%A4%ED%82%A8-%ED%83%AC%EB%B2%84%EB%A6%B0-%EB%B0%B1/MWRGAOB03BK001.html
MWDGADU03BK001,Pina 스터드 장식 카프스킨 드로우스트링 백,1790000,Black,ACTIVE,100% 카프스킨,,스웨이드 마감의 극세사,로고 브라스 플레이트 | 24K 골드 도금 브라스 하드웨어,18 x 30 x 34,96cm - 120cm,19cm,이탈리아,탈부착이 가능하며 길이 조절이 가능한 가죽 스트랩 | 금속 로고 스터드 장식 | 가죽 드로스트링 잠금장치,,https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWDGADU03BK001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWDGADU03BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/pina-%EC%8A%A4%ED%84%B0%EB%93%9C-%EC%9E%A5%EC%8B%9D-%EC%B9%B4%ED%94%84%EC%8A%A4%ED%82%A8-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1/MWDGADU03BK001.html
MWRGATA01BK001,Pina 스터드 장식 카프스킨 베니티 케이스,1550000,Black,ACTIVE,100% 카프스킨,,스웨이드 마감의 극세사,로고 브라스 플레이트 | 24K 골드 도금 브라스 하드웨어,6 x 19 x 12,103cm - 135cm,60cm,이탈리아,탈부착이 가능하며 길이 조절이 가능한 가죽 스트랩 | 가죽 탑 핸들 | 가죽 태슬 장식 | 메탈 로고 스터드 | 양방향 지퍼 클로저 | 내부 카드 슬롯,,https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGATA01BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/pina-%EC%8A%A4%ED%84%B0%EB%93%9C-%EC%9E%A5%EC%8B%9D-%EC%B9%B4%ED%94%84%EC%8A%A4%ED%82%A8-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGATA01BK001.html
MWHGAXT03CO001,Tracy 비세토스 호보,1690000,Cognac,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감의 극세사,24K 골드 도금 브라스 하드웨어,11 x 33 x 31,73cm - 105cm,,대한민국,탈부착이 가능하며 길이 조절이 가능한 가죽 스트랩 | 가죽 스트랩 잠금 장치가 있는 로고 자물쇠 | 내부 슬립 포켓 및 지퍼 수납공간,,https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWHGAXT03CO001_12,https://images.mcmworldwide.com/v/mcmworldwide/MWHGAXT03CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/tracy-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%98%B8%EB%B3%B4/MWHGAXT03CO001.html
MWSGAXT03CO001,Tracy 비세토스 숄더백,1450000,Cognac,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감의 극세사,24K 골드 도금 브라스 하드웨어,7 x 25 x 15,109cm - 134cm,,대한민국,탈부착이 가능하며 길이 조절이 가능한 가죽 스트랩 | 가죽 스트랩 잠금 장치가 있는 자물쇠 | 내부 슬립 포켓 및 지퍼 수납공간,,https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWSGAXT03CO001_12,https://images.mcmworldwide.com/v/mcmworldwide/MWSGAXT03CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/tracy-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%88%84%EB%8D%94%EB%B0%B1/MWSGAXT03CO001.html
MWRGAOB01CO001,Pina 비세토스 탬버린 백,1690000,Cognac,ACTIVE,비세토스 모노그램 캔버스,스터드 장식 나파 가죽,스웨이드 마감의 극세사,24K 골드 도금 브라스 하드웨어,6 x 19 x 19,120.5 cm to 140.5 cm,4 cm,대한민국,탈부착이 가능하며 길이 조절이 가능한 가죽 크로스바디 스트랩 | 탈부착 가능한 가죽 태슬 장식 | 뒷면 가죽 벨트 루프 | 지퍼 클로저 | 내부 카드 슬롯,,https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWRGAOB01CO001_11,https://images.mcmworldwide.com/v/mcmworldwide/MWRGAOB01CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/pina-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%83%AC%EB%B2%84%EB%A6%B0-%EB%B0%B1-/MWRGAOB01CO001.html
MYZGATA05CO001,Aren 비세토스 트라이엥글 크로스바디,790000,Cognac,ACTIVE,Visetos monogram canvas,Nappa leather,Microfiber with suede finish,Logo brass plate | 24k gold-plated brass hardware,6 x 24 x 19,104 cm to 128 cm,55 cm,대한민국,"Detachable, adjustable crossbody leather strap | Zip closure | Interior card slots | Rear leather belt loops",,https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MYZGATA05CO001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%8A%B8%EB%9D%BC%EC%9D%B4%EC%97%A5%EA%B8%80-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%94%EB%94%94/MYZGATA05CO001.html
MMKGATA02BK001,Aren 노바 모노그램 ECONYL&reg; 백팩,1450000,Black,ACTIVE,ECONYL® 재생 나일론,,패브릭,로고 브라스 플레이트,9 x 31 x 43,77cm - 92 cm,6cm,대한민국,길이 조절이 가능한 숄더 스트랩 | 비세토스 모노그램 모티프 | 지퍼 클로저 | Interior zip pocket | 나일론 트림 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%85%B8%EB%B0%94-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-econyl%C2%AE-%EB%B0%B1%ED%8C%A9/MMKGATA02BK001.html
MMKGATA02BK001,Aren 노바 모노그램 ECONYL&reg; 백팩,1450000,Black,ACTIVE,ECONYL® 재생 나일론,,패브릭,로고 브라스 플레이트,9 x 31 x 43,77cm - 92 cm,6cm,대한민국,길이 조절이 가능한 숄더 스트랩 | 비세토스 모노그램 모티프 | 지퍼 클로저 | Interior zip pocket | 나일론 트림 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA02BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%EB%B0%B1%ED%8C%A9/aren-%EB%85%B8%EB%B0%94-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-econyl%C2%AE-%EB%B0%B1%ED%8C%A9/MMKGATA02BK001.html
MMKGATA03MT001,Aren 노바 나일론 백팩,1450000,Multi,ACTIVE,폴리에스터 100%,나일론 100%,패브릭,로고 브라스 플레이트,9 x 31 x 43,77cm - 92 cm,6cm,대한민국,길이 조절이 가능한 숄더 스트랩 | 지퍼 클로저 | 내부 지퍼 포켓 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_12,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%85%B8%EB%B0%94-%EB%82%98%EC%9D%BC%EB%A1%A0-%EB%B0%B1%ED%8C%A9/MMKGATA03MT001.html
MMKGATA03MT001,Aren 노바 나일론 백팩,1450000,Multi,ACTIVE,폴리에스터 100%,나일론 100%,패브릭,로고 브라스 플레이트,9 x 31 x 43,77cm - 92 cm,6cm,대한민국,길이 조절이 가능한 숄더 스트랩 | 지퍼 클로저 | 내부 지퍼 포켓 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMKGATA03MT001_12,,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%EB%B0%B1%ED%8C%A9/aren-%EB%85%B8%EB%B0%94-%EB%82%98%EC%9D%BC%EB%A1%A0-%EB%B0%B1%ED%8C%A9/MMKGATA03MT001.html
MMTGATA03BK001,Aren 노바 나일론 토트,990000,Black,ACTIVE,100% 나일론,,,로고 브라스 플레이트,12 x 32 x 39,,21cm,대한민국,핸들 스트랩 | D링 참 장식 디테일 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%85%B8%EB%B0%94-%EB%82%98%EC%9D%BC%EB%A1%A0-%ED%86%A0%ED%8A%B8/MMTGATA03BK001.html
MMTGATA03BK001,Aren 노바 나일론 토트,990000,Black,ACTIVE,100% 나일론,,,로고 브라스 플레이트,12 x 32 x 39,,21cm,대한민국,핸들 스트랩 | D링 참 장식 디테일 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA03BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%ED%86%A0%ED%8A%B8%EB%B0%B1/aren-%EB%85%B8%EB%B0%94-%EB%82%98%EC%9D%BC%EB%A1%A0-%ED%86%A0%ED%8A%B8/MMTGATA03BK001.html
MMRGATA07BK001,Aren 노바 모노그램 ECONYL&reg; 크로스바디,1090000,Black,ACTIVE,ECONYL® 재생 나일론,,패브릭,로고 브라스 플레이트,7 x 29 x 19,52cm - 109 cm,,대한민국,길이 조절이 가능한 스트랩 | 비세토스 모노그램 모티프 | 양방향 지퍼 클로저 | Interior zip pocket | 나일론 트림 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%85%B8%EB%B0%94-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-econyl%C2%AE-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%94%EB%94%94/MMRGATA07BK001.html
MMRGATA07BK001,Aren 노바 모노그램 ECONYL&reg; 크로스바디,1090000,Black,ACTIVE,ECONYL® 재생 나일론,,패브릭,로고 브라스 플레이트,7 x 29 x 19,52cm - 109 cm,,대한민국,길이 조절이 가능한 스트랩 | 비세토스 모노그램 모티프 | 양방향 지퍼 클로저 | Interior zip pocket | 나일론 트림 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGATA07BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%85%B8%EB%B0%94-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-econyl%C2%AE-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%94%EB%94%94/MMRGATA07BK001.html
MMTGATA01BK001,Aren 노바 모노그램 ECONYL&reg; 토트,1350000,Black,ACTIVE,ECONYL® 재생 나일론,,패브릭,로고 브라스 플레이트,10 x 46 x 34,19cm -32cm,27cm,대한민국,길이 조절이 가능한 핸들 스트랩 | 비세토스 모노그램 모티프 | 지퍼 클로저 | Interior zip pocket | 나일론 트림 | Dark silver-tone cobalt metal hardware,,https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMTGATA01BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%85%B8%EB%B0%94-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-econyl%C2%AE-%ED%86%A0%ED%8A%B8/MMTGATA01BK001.html
